positive,text
1,来年は4月と5月に東京にいかねばならない運命なのだよ！
1,もし来月臨時収入があったらスイッチ買っちゃおうかな？
1,もしぼくがニンテンドースイッチを買ったら一緒にイカちゃんやってくれる人！
2,ポケモンの新しいやつは買わないことにしました。だってまだ前のサンが。。
1,もうすっかり新しい地での生活に慣れた。徒歩圏に安い定食屋や牛丼屋がないことと道が狭いことを除けば不満はない
1,私の行動範囲徒歩で行けるところか車で30分くらいまでのところ。電車には月に2〜3回しか乗らない。
1,炊飯器を買いにヨドバシへ
1,ところできららさんのメンテはいつまでつづくのでしょうか？
1,今年は前半にいろいろあり、後半は生まれて初めて関西に住むことになりバタバタしていた年でした。来年は同人活動にも本腰をいれていきたいと思います。皆さん今年一年ありがとうございました！
1,やっぱエーデルワイスだな！
1,草津まで来てやっと雪から解放された
1,年賀状が届いていない。。郵便局が忙しいからかな？
1,明日から仕事始めだ・・・
1,このお店確か秋葉にもあるよ。飲み会の〆にぴったり！
1,自動車保険の契約更新完了。車通勤じゃなくなったので半額近くの保険料で済んだ。
1,そう思って空を見たら曇りだった
1,将来結婚したとすると今よりも食費が減るかもしれないね(週末は毎日外食だもん。
1,しっかし駅前に牛丼屋や大戸屋みたいな定食屋がなくて飲み屋しかないってすごく不便。本音を言うなら引っ越したい。例えば隣の市とか
1,隣の市は多分知らない人はいないくらい知名度が高い。そして私の大好物が売っている
1,私の大好物は湯葉です。湯葉さえあれば1週間魚と肉なしでも行ける。但し山菜やキノコの天ぷらはありで
1,誰か1日液タブ貸してくれんかな？やはり僕は下書きをアナログにした方がいいみたいだ
1,ポプテピピック、今回はクレヨンしんちゃんの声優さんなんだね。
1,描きにくいキャラはみつあみとメガネをかけた女の子
1,まだ昇華してない人が圧倒的に多いのね
2,昨日の夜最寄りのゲーセンに行ったら艦これアーケードがいつもより混んでた。5台のうち2台も埋まってたからね(いつもは全部空いてる)。
2,やっぱりミラーレスほしい。スマホやといい写真とれへん
2,飲み会の後ホテルついたら原稿しよう
2,わたしのゆめは再来年に叶う
1,5年前に淡路町の某社にいたときは毎日お昼は秋葉まで歩いて行ってました
1,テレビを全く見ないので天気予報はネットで調べないといけないのです
1,明日はお土産を買いに京都までいかんといかん
2,忘れもしない2015年3月14日。新宿のガールズバーで30分500円で遊んだのだ。メンバーはゴリラの人と爬虫類の人とぼく。そしてなぜが地元自慢合戦が始まった。。。
1,今回の例大祭は昨年に比べて空いてたなぁ。通勤ラッシュに例えるなら昨年が埼京線、今年が関西の新快速みたいな？
1,水面下で進んでいるおえかき、今週中には完成させたい
1,ちなみに液タブは早くて年前に買う予定にしています。どっちを先に買うかだけなのです
2,北海道と四国は一度もいったことがないので一生のうちに一度はいきたい
1,もともとカナヅチなのでノーリスクですわ！
1,経験者なのに新卒以下で働かされるブラックさ
1,やったらやったぶんだけ給料くれる会社ないもんかねぇ
1,少なくともぼくは寛容なはず。毎週末に1000円前後の飲食店でお食事してますし(普段は自炊)。
2,そんなにお腹がすいてないけど夕飯までなにも食べないのは辛い。。そんなあなたには立ち食い寿司か回転寿司をおすすめしたい。何が言いたいかというと夕飯が海鮮食べ飲み放題の飲み会なのに昼飯に回転寿司を食べるくらいのお魚好きということを言いたいのです。
1,いちおうこの中のどこかの駅が社宅の最寄り駅だったりする
1,ということは京都ってそんなに。。
1,来月、ミラーレスを買いたいのだが、ファインダーがついているタイプがいいなと思っている（というかそうアドバイスをもらった）
1,小学生のとき、「脱サラ」の意味を勘違いしていて、皿洗いを卒業してやっと料理を作らせてもらえるようになった人だと思っていた。
1,大好きな人気youtuberさんにフォローしてもらえた！
1,はてなブログの分は全部SSL対応に変更した。
1,車を手放すのは11月くらいかな。それまで思い出作りだ！
1,ならばいっそう徳島と高知に。。
1,ワールドカップ決勝はぜひフランスに勝って欲しい！
1,車より鉄道の旅行の方が移動中にブログを描けるから効率が良いことがわかった。但し行けるのは「青色」エリアか「水色」エリアか一部の「オレンジ色」エリアに限られてしまうのだが。
1,梅田のヨドバシに向かう
1,ヨドバシでお目当てのミラーレス見に行ったけどポイント分が価格に上乗せされているからつらい
1,今、私が住んでいる県の3つお隣の県にいます
2,神戸牛食べたかったけどお店が開いてないので回転寿司にしました
1,新快速見送ったら座れて良かった。
1,ノートパソコンの動作があまりにも遅いのでデスクトップに変えたらサクサクすぎ！
1,また3週間後に例のいいねがつくのだろうか
1,入稿した後に不備出しまくったけどなんとか間に合いました。。
1,10日から一滴もお酒を飲んでいません
2,こっちにいるうちに京都のありとあらゆる名所を回りまくろう！
1,今日分かったこと。集中してやれば漫画3ページを1日に描くことができるということ。但しクオリティは。。
1,でも、コンビニの傘は高いしすぐ壊れるし、ついでにお酒とおつまみをついつい買ってしまうから。。
2,じゃぶマイ6撤収しました！うちのスペースに来てくださった方、本当にありがとうございました！これから飲み会に参加してから帰ります！
1,2週間、平日の間はカニとビールと白米だけで過ごしたこともあります。
1,カニと言えば越前がに！ICOCAも使えるようになったし敦賀に行こうかな、サンダーバードで
1,一回でいいからX-JAPANのライブに行ってみたい
1,オススメの植物園あったら教えてくださいっ！
1,前の会社は近くの回転寿司屋はめちゃ旨かったけど職場環境が最悪だった。今の会社は職場環境はまあまあいいけど近くの回転寿司は・・・
1,知恩院に入れなかった。。行くのが遅すぎた
1,最近寝るのがすっかり早くなっています。
2,冬場は風邪を引かないように24時間エアコンをつけっぱなしにしています。
1,うちのペットは人によってはすごく苦手な人もいるから漫画にするときは可愛い女の子にして描きます
1,ウェルスナビがテレビCMやってる。早く始めたい！
1,今日は久しぶりにテレビを2時間近く見た！
1,いつごろスマブラやるのかな？と思っていたら始まった！
1,明日は天気次第ですが、明石海峡大橋と姫路城に行きます！
1,転職活動は短期決戦が絶対！3ヶ月以内に内定を取ってやるという意気込みがないと成功はしない
2,明日も京都に行きます。どうしてもいかなければならない場所があるんだ！
1,競合サイトのクオリティが高くてびっくりしてる。こっちも負けていられないな！
1,来年の消費税増税も2%の増税です。10万円買い物をしたら2000円余計に税金を払わなければなりませんが、2000円以上無駄な出費を減らせばかえって得になります！
1,増税前に買いだめするならビールなどのお酒、シャンプーや歯磨きなどの日持ちする消耗品だけにすることをおすすめします。賞味期限が短いものを買いだめしても腐らせたらなんにもなりません
1,5か月ぶりにブログのアクセスが1000ＰＶを超えた・・・！
1,来週から転職活動スタートします。今よりも収入を増やせるように頑張ります！
1,最近VTuberさんからのフォローが増えてきている。
2,将来的に会社に雇われずに自分で仕事をしていきたいと思っています！
1,京都駅からドアツードアで最短30分で行ける私は連休中どうしたらいいのでしょうか(笑)
1,お絵かきベタ褒め企画をやってみて良かったこと。・みんなそれぞれ褒めポイントが違う・違った視点で作品を見ることができた。・クリオネの存在を初めて知った。
1,久々にスプラトゥーンをやった！やっぱガチアサリは面白いなぁ！
1,俺がなんでも積極的にやるからって押し付けやがって。まあ8月末で辞めるからせいぜい頑張ってね！
1,なんとか賃貸の初期費用を14万くらいで収められるといいな(練馬のマンションの時は16万くらい)。
1,北陸新幹線建設のファンドとかあったら普通に買いたいんだけど、そういったファンドは売ってないのだろうか？もし予算だけの問題ならいくらか協力したいと思ってるのに。。
2,この前の連休に大阪に日帰りで遊びに行った時にスパワールドに行って、お昼にお寿司、夜に河豚料理を食べて帰りに京阪のプレミアムカーに乗っても9000円で済みました。
1,貯金の方法その2今何となくお金を使っているけど止めてもストレスを感じない出費があったらそれを全部止める！僕の例で言うと・自販機で飲み物を買うのをやめてマイカップにする。・週に1回くらいしか乗らないので車を手放す。・飲み会にいかない！これだけです。
1,会社の飲み会への参加を強制することを禁止する法律を作って欲しいです。今までいろんな会社の飲み会に参加してきたけど全部時間とお金の無駄だったから。行きたい人だけで飲みに行くのが一番良いですよ。
1,運転免許証の住所って更新時以外に変更したら必ず裏面記載じゃないと行けないのかな？
1,今日会社の人と話をして今の会社をしばらくは辞めないことになりました。なのでなので東京行きもなくなりました！
1,来年になれば関東に戻してもらえるみたいなのでしばらく続けるのもいいかな？
1,京都駅地下の在来線改札近くにあるお土産やさんで買えます！日持ちしないので遠方へのお土産に向かないのが残念。。
1,水族館の年パスってメッチャコスパ良いっすよ！2回行けば元がとれるので、それ以降はちょっとコンビニに寄る感覚で水族館に行けるようになります
1,しばらくこっちに留まることになりそうなので広島や山口や九州にも行きたい。あと徳島のフォロワーさんにも挨拶に行きたい！
1,あくまでも私のジンクスですが、ガチャを引く前におトイレを済ませて手をかなり綺麗に洗って、その後に祈りながらガチャを引くと当たるかもしれません。
1,JR東日本に課金したくなってきた！やっぱり会社辞めよう！
1,収益化をしたのに動画にほとんど広告を貼らずにユーザーの利便性に貢献するVtuberの鑑。
2,ヘビちゃんって本当に幸運を呼んでくれるのかも！ヘビを飼いはじめてから貯金は出来るし、4連休取れる日にみんなで旅行できるし、師走と如月にある某イベントも楽しめるようになったし！
1,最初はこんな寒いとこ嫌だと流す涙。2回目は食べ物も美味しい意外と暮らしやすい環境から離れるのが嫌だという涙！
1,来月からは徒歩圏内に飲食店、スーパー、家電量販店、映画館などの便利な施設があるとっても便利な場所に引っ越します。家賃が2万円高くなるのがネックだけど。。
1,ブログやると、有益な情報を発信できる。困っている人の手助けができる。そしてアドセンスを貼れば、毎日記事を更新しなくても少しだけど収益が入る。こんな良いことずくめなのにどうしてみんなやらないんだろうか？
1,webライティングとwebマーケ ティングのスキルをゲットしたら、web会社の正社員になれるのだろうか？(自分で会社をやるならアルバイトでもいいから経験積みたい)
1,徒歩通勤のデメリット・人通りが少ないので夜が不安。・通勤ルートにお店がほとんどないので買い物に行くとかなりの時間ロス。・電車の中吊り広告やモニターを見ないので新しい情報が入ってこない。・新しい発見がない。・歩いて15分以上かかる。意外とデメリットありました。
2,新居の近くには飲食店や映画館などがいっぱいあるので、日常生活を送る上で何ら不自由しない。遠征も便利だし会社まで電車通勤になること以外は文句なしです。
2,同人活動を始めるコツは、とにかくサークルカットを描いてイベントに申し込んでしまうことです。そうすれば否が応でも描かないといけなくなる。
1,今の会社は世間一般からすると超優良企業てます。しかし、動きが遅いのと古くさい固定観念が未だに定着しているので早く逃げ出したいとおもっています。
2,増税前に6ヶ月定期を買ってきました。30日は22時ごろから券売機が使えなくなるらしいので、定期や切符は早めに買いましょう！
2,早く新居での生活を送りたーい！消費増税の影響で洗濯機が12日まで届かないの。。
1,無事に旧住居の立ち合いが終わりました！これで明日から心置きなく原稿ができます！
2,今週の金曜日に法律相談に行ってきます。そのための資料を用意しないと。。
1,先週は家庭関連でいろいろゴタゴタがありました。リフレッシュのために今週末は九州にお出かけです！途中広島と下関による予定です！
1,ユリカ様の髪型描くの難しかったけど、資料をしっかり見れば意外と描けるものですね！
2,小倉駅付近で博多のお土産とか買えるのかな？今回は博多まで行かない予定なので小倉で買えるとうれしいなぁ。
1,cコミティアには出張編集部があるけど持ち込みは誰でもできるのかな？それともプロ限定？
1,楽天証券で小額をコツコツ積み立てていたらいつの間にか前に住んでいたアパートの家賃1ヶ月分くらいになりました。ガチャに課金するのもいいけど資産運用もやってみましょう！
1,お絵かきベタ褒め企画についてアンケートをとった。その結果、私かベタ褒め企画の次の段階で考えていた「褒めると同時に改善点を指摘する」事も同時にやったほうがいいという意見があったので意外だった。
1,ヘビちゃんとお別れしてから電気代が大幅に安くなった(冬場は24時間エアコンつけっぱなし)。
1,次のポルタのポイント10倍キャンペーンはいつかな？出来ればコミケに行く前日の28日より前にあるとありがたい。
1,やっと冬コミの原稿を入稿・・・何とか間に合いました！（原稿のために今日有給を取得したのは内緒です）
2,コンテンツを作る目的は2つです。・コンテンツを増やしていくことで自分自身のイラスト技術を高めたい。・それと同時に画力アップをしたいと思っている方に向けて情報発信をしたい。
2,今年はお世話になった方に感謝の気持ちを込めて、その方が好きなキャラクターのイラストをどんどん描いていきたいと考えています。ただ、今のクオリティのままでは嫌なのでYoutubeのイラスト講座勉強しながらイラストを描いていきます！
1,フットワークの軽さには自信がある私です。今日の5時くらいに和歌山行きを決めたくらいの軽さです。ホテルも余裕で当日予約できたのでよかったです。もちろん最低限の対策はしてでかけてますよ
1,防振りみたいにVRのグラスをかけて同人イベントに参加できるようになればいろいろメリットありそう。・コロナでも自宅から同人イベントに参加できる。・地方住まいでも東京のイベントに参加できる。技術的に可能となるのは時間の問題かなと思っている。
1,エルシャダイといえば、発売前の同人誌即売会で大行列ができて全サークル売り切れになった（と思う）という伝説のゲームです。
1,連休前に注文した牛肉1kgよ、早く我が家においで！※5/12までに到着予定
1,6月に緊急事態宣言が明けたら焼肉とお寿司の食べ放題に行こうと考えています。焼肉は牛角の食べ放題コースお寿司は雛鮨の高級寿司食べ放題コースどっちもかなりお高い（4000円）くらいですが、金額に見合った価値はあると思う。
1,やはりブログにアイキャッチを入れるとクリックしてみてくれる率が高くなりました。今後は私が毎回見ているさいとう先生のイラスト技術を実践した結果も記事にしていきたいと思っています。
1,個人のVtuberさんでこれから登録者数を伸ばしていきたい方はぜひブログも合わせて運営してみてください。・動画の要約をテキストベースでブログにする・ブログとYoutubeに相互にリンクさせる・ついでにブログで収益化する
1,自粛期間中の自炊レパートリー・枝豆ごはん・枝豆チャーハン・エビチャーハン・お好み焼き・肉炒めこのレパートリーの少なさよ※煮物がいっさいない
1,試験的に昨日から禁酒しているけど、禁酒したほうが健康的なことがわかった。・飲酒するとき　→　朝起きると頭痛がする。・飲酒しないとき　→　朝起きるとさわやかな目覚めなお、ワインなら少しずつ飲めるからと思って2本買ったが、気がついたら2本とも殻になっていた（逆効果）。
2,そろそろ引っ越しに向けて準備を進めていこう。早く光回線が使える場所に引っ越したすぎる。
1,今年はじめての同人イベントは8月に参加することが確定しました。やはり関東にいるとイベントへのフットワークが軽くなりますね！
1,試験的にDiscordを使って「おえかき褒めあい部屋」を作りました。まだ参加者は自分を含めて３人ですが、もし興味のある方がいらっしゃいましたらご連絡下さい。※リアルで交流のある方 or 相互フォローの方限定です。
1,今日はお休みなので久しぶりにスーパー銭湯に行く。
2,バレンタインオンシちゃんは進化前の方が好き
1,最近はとある大人気漫画のノマカプのイラストをひたすら見るというのが日課になってしまっている。
1,ニチアサって寝坊しがちな日曜日でも早起きの習慣をつけたために始めたコンテンツなのだろうか？全国エリアをカバーしていないのが難点だが。
2,昨日は鬼滅の刃の二次創作マンガを見まくっていたので寝るのが朝の5時になってしまいました。
1,今回のイラストは描き方を少し変えてみました。・髪を一緒くたに描かず、前髪・横髪・後髪に分ける。・目と口の線画を別レイヤーにまとめる。・参考にしたイラストの色をそのまま使う（もちろん色だけ）。
1,ビール込みで700円は安い！
2,前々からほしいと思っていたKindle paperwhiteをついに購入しました！
1,昨年末に生みだしたうちの子3人（社長＆社員＆バイト）について何もアプデがされていない。社長に至っては名前すら決めていない。
1,お絵かきをしている方にお聞きしたいです。キャライラストを描く時に髪や顔のレイヤーと目や口のレイヤーを分けていますか？
2,え。。もしかして目と口はレイヤー分けるの当たり前だったりする？
2,さいとう先生の動画を見なかったら一生画力向上しな買った自信ある（画力が向上したとは言ってない）
1,無事に引っ越し先が決まりました。
1,GoToキャンペーン利用しますか？
2,2011年から欠かさず参加していた東方紅楼夢、2019年は台風と引っ越しの影響で参加できなかった。今年はそもそも開催されるのかどうかという不安がかなり強い。
1,この時間の地下鉄余裕で座れるの嬉しいけどかなり不安今日は引っ越しの荷物受け取りのために新居に行きます。
2,簡単なデザイン関係の仕事をやっている関係で最近、毎日クリスタを起動しています。
1,これまでのゲーム課金歴・艦これ：約2万円・花騎士：約7万円・FGO：約4000円（福袋2回分）花騎士は2018年末（レベル上限解放）までドはまりしていたので自分の中ではかなり課金しています。
2,思い切ってハイスペックパソコンを購入しました！これでイラストや動画編集の仕事ができる！
1,今日から新しく仕事をはじめました。出勤する仕事は久しぶりです。
2,出勤2日目。やはり規則正しい生活ができるので出勤する仕事にもメリットはあるなと思う。
2,家に清掃業者がくるので今週土曜日休みにした。
1,過去に描いた漫画を動画にしてYoutubeにアップしていく予定です。せっかく22万のパソコンを買ったのでフル活用していきます。
1,動画編集のお仕事を1件いただきました。そこまで難しくない作業だけど気合い入れてがんばります！
2,動画編集の仕事をしてモーション（画像を動かしたり拡大したりすること）を覚えた。このスキルを使って自分のマンガを動画にするのもいいかもしれないね！
1,イラストを描いている方に聞きたいです！有償でイラストのお仕事をしてみたいと思いますか？
1,そういえば昨年の11月くらいにオリキャラ３人描いたっきりだったからそろそろ続編を描いてみよう。
2,今週末から自分がいいなと思ったイラストや漫画を引用リツイートで「陰褒め」していきます。他人の作品を褒めるにはその作品をじっくりと見る必要があるので観察眼を磨く練習にもなります。
2,ドラゴンクエスト ユアストーリーやばい。これはドラクエしてない人も見る価値ありあり。特にソシャゲやってる人に見てもらいたい！
1,やっぱTシャツ欲しいよね
1,マーガレットとやっと恋人になれた。長かった。秋も深まってしまった
1,現実より俳優沼に浸かる方が圧倒的楽しい。夢はいつも楽しいのに現実はめんどう。
1,久々にフレンチトースト作ったけど、やっぱりフランスパンで作るのが美味い。
2,笑顔と八重歯が可愛いねー！
1,ちょっと早めに飲みに行くゾ
1,しごおわ！
1,S-TRAINってコウペンちゃん仕様なんだ。かわゆい。
1,真央ちゃんて日本人の美を体現してるような人よね。なんか負という物も見せずに昇華してるのしゅごい
1,綺麗なものを見てよきき。
1,一度帰って旅行の準備して舞台に行こう。今日は余裕がある。
1,来場プレゼントがコンドームって面白すぎる
1,この二話目の人すき
1,戻東京
1,仕事早めに切り上げてよきき
1,アットコスメにいると時間があっという間すぎる
1,明日から火曜半日実質休みだからのんびりり
1,え！マスカット食べたい！
1,そうだ酒飲みに行こう。
1,ミュシャ展で買ったポストカードとかおされに飾るためにまず無印の壁掛けのを買わないと。
1,新宿に行こう
1,ゆうちゃによれる…でもごんちゃがいいな…
1,宝石シリーズはもちろん綺麗だけど、何気にアイビーがお気に入り。てかミュシャのは横顔が特に美しいと思う。
1,feとりあえず一巡したんだけど、これエンディング多すぎるよ?ひとまずルンファクもやんなきゃ
1,びーえるてきにいうとしんじゅくだけどそれはぼすうのもんだいでもあるとおもうしあっとうてきふぁみりーのぶくろもいいまるはまははままる
1,鬼滅舞台化するのか?1回くらい見てみたい気はする?
1,まーじー！すごーどの意味でもすごーぃ
1,ボナフェスタ行きたいけどね?ランチもいいお値段だからね?でも行ってみたいよね?
1,参加でめっちゃおもろい！
1,ブロマイド交換あんまでてないな？てか客席もけっこう空いてたのも…そんなにキャパあるわけじゃないのに…普通に楽しいし面白かったんだけどな?
1,温野菜が安い
1,間に合った！
2,やっぱ神席だった。キラーT細胞さんってマチネはパンケーキでソワレはタピオカなのかな？インフルエンザのいじりはノリよすぎの人で面白かった
1,ミュシャにそれとなくようくんまぜる所業をしようかな。
1,らむだめちゃんこかわいこちゃん
1,主人公右固定多い私はぎゆたんに落ちました。きぶたんもなかなかのお味です。
1,今日のメンバーシップ限定動画ヤバすぎるw
1,やっと東京！引き出物豪華すぎる。
2,あんステ当たった〜
1,お！いける！
1,健気で身を引く受に気づかず好き勝手する攻めからのどんでん返しハピエンが好きすぎて、読んでる途中で受に感情移入しすぎて泣きそうになり、攻めにはとんでもない憎しみを感じるが、ハピエンだから何度でも読んでしまう。そしてピがいなくても充実してるなと思う。
1,ビジュアル完璧じゃん？え、きめつの舞台みんなビジュアル神ってない？
1,なんだって！行かなきゃ！
1,そんなこんなで今日はきゃまくらです
1,あー！！！！！！時間間違えた！ 白衣！素敵！
1,ろしゃおへいせいき、すごい宮崎駿みなんだが、すごい良かった。ししょー
1,今やっとスタライのパンフ開けたんだけど、1ページ目から尊くて動悸がやばい。可愛すぎる。
1,可愛みがすぎて心臓が痛い
1,とんでもねぇコラボだ！
1,哀ちゃんの女のアクセサリーは至高。
2,東海オンエアとQuizKnockどっちも好きな私にとって神回なんだけど、そうじゃなくても神回。
1,エネコもすき
1,感想見てどんな感じかイメトレしてるけど、無理みがすぎる。こんにちはとありがとうございます以外に何あるの！？
1,にゃーちゃんの子が禰豆子でしょ？やば。美少女じゃん。やばば。
1,はい、クリアー！ひとまずクリアしたのであとはゆっくり進める〜
1,定期的にくる新うちは一家愛でたい波のおかげで寝れない
1,出たのか！YouTube見てから買うか決めようかな〜
2,やば！集合サインげと！
2,目標達成した！
1,赤井さん一家が揃うのか
1,でも持つべきものは田舎の姉
1,いきなりステーキお肉いっぱい食べれて幸せなんだけど、安くないからそんなに行けないのよね。
1,岡崎ってユナイテッド・シネマなんだ。とても良き
1,クリスマスは楽しく過ごしましましました。
1,あけおめことよろ
1,2019年最後の晩餐はすき焼きでした。高い肉はうめぇ。来年は資格も取って糸川くんももっと見て、充実した日々を過ごしたいですね。
1,人の金で食べる寿司は大変おいしゅうございました。
1,ポケモン図鑑揃いました。ご協力ありがとうございました
1,やっぱ魔法科好きすぎる〜
1,モリアーティけっこう面白いかもしれない
1,お誕生日おめでとうございます
1,可愛い(ため息)
1,影ナレつむぎ、トリスタ最初噛んだ？まお、マイクぶっ飛ばす、相変わらず一慶は北斗、コント感パない。Switch1曲目はてんぷれーしょんまじっく、2幕でエメラルド、すごいコント、楽しい、Switchの公式ぬい。
1,トリスタのコントに磨きがかかってる
1,新しいホームめっちゃいい！使い勝手も良くなった！
1,坪倉くんは可愛かったです。双眼鏡でドアップで見てもかわいいです。彼はすごく頑張っていました。フランス語が聞けなかったのがちょっと残念かも笑
1,これだけは伏字しないけど、伊之助の筋肉はちゃんとすごい。
1,仕事がとても上手くいくと精神が安定する
1,お願いしたけど東京当たったー！
1,とりあえず1回は確保された…3回見たい…
1,チルとアブソルいいよね〜初代以外だとルビサファ大好きだからな〜
1,凶悪に可愛い
1,初たまありなんだが席の前後狭くね？六本木シアターより狭い。幅は一緒だから成人男性いてもまぁまぁ。
2,LEVEL5最高でした
1,え、カッコよすぎない？
1,炎の烈火はいいね。
1,鶏がらスープの染みた大根は美味い。塩味でスープも飲める仕様。
1,えー！みたい！ハリポタみたい！
2,パライソはっけんしたら神席なんだけど。
1,とんでもねぇのを手に入れてしまった気分
1,凝ってる〜あいら可愛い〜フライパン上手いな〜
1,刀ミュ初代ぶりに見たんだけど、アイドル衣装と振付がものすごい進化してるように感じた。前はアイドル色強かったけど、今回のはミュを感じた。
1,てか糸川くん、さっき終わったばっかなのにSNS早すぎ
1,いや、嬉しいけどね
1,純黒は何度見ても良い
1,芸能界流行りのタグが糸川くんに複数刺さって推しの人柄が伺える。
1,ありがとう刀ミュ。。
2,スタジオで平日なら1万円でも行けそう。
1,ほんと色んな方向から撮るのおすすめだよ！
1,昨日ヨドバシでポチった電球が届いたので交換。便利な世の中、ありがたや。
1,2月に入る前にリングフィット買えて良かったわ。まさかこんなことになるとは思いもしてなかったからな…
1,そして今日こそトイストーリー２だ！
1,ソロウエディングの相談予約した！
1,相談だけでも、ドレス試着無料って書いてたから堪能したいw
1,トイ・ストーリー2見るよ！
2,3は見てたけど2は見てなかったみたい。面白かった。眠い。
1,一ヶ月私もドキドキしながら過ごさせてもらったわ…
1,【朗報】テ〇プの単発(契約書発効後・相手都合コロナキャンセル)の給料、全額入ってたー！！
1,グッズは後日通販があるって書いてるからお布施するね…
1,娘は久々のスイミングだった。
1,お正月用の黒豆が100円で見切られていたので炊いてみる。おばあちゃんが黒豆よく作ってたけど、自分でするのは初めて。
1,おちゃのじかんにきたとら！
1,自分用の誕生日ケーキをどれにするかケーキ屋さんのサイト見ながら悩んでる。3択までは絞れた。
2,今年は一人で4号食べるんだ！
1,フルーツたっぷりのか、グラサージュドリップケーキとかいうやつか、猫っぽくなってるやつか。
1,5万貰ったらお肉食べて、ドレス撮影をスタジオじゃなくてロケ撮影にする。10万貰ったらどっか旅行に行きたい。1万2000円は気付いたら消える。
1,やっぱり1万2000円なら、煎餅布団な敷布団を一式替えるわ。息子も半年くらい前からたまのおねしょもなくなったし、もう大丈夫でしょう。
1,100万くらい貰ったら、お風呂のリフォーム(壁がタイルで目地にすぐカビが生える)とか床の一部張り替え(椅子がよくコロコロするとこが剥がれてる)とかしたい。
1,あっ、うちも10万なら冷蔵庫かな。新婚時に買った家電は丸十年経ったからな。
1,今日も体バキバキ。床引きデッドリフトめっちゃくる。
1,止まった。長かった。
2,試着するだけで楽しい。胸カッポカポやったわw
2,ウェデイングドレス試着してきた！(10年ぶり)　ソロウェデイングする人結構多いらしい。
1,ロケ撮影は予算大幅オーバーだったから素直に今度スタジオ撮影にした。
1,あと友達同士でも撮れる(料金は一人ずつかかる)らしいので、仕上がり良かったらいつか誰か一緒に撮って！w
1,モアナ見てみる。
2,面白かった！
2,約半年ぶりに娘の経過観察に大学病院に行って、移動してハッピーセット食べて、ソロウェデイング撮ってもらってきた！
1,スマホ忘れて一日過ごしてたけど、何もなかったw
1,マクドでJKが『ワニくんが』って喋り出して、マクドのJKだ！って思ったw
2,ドレスはとっても綺麗に撮ってもらえて案の定当初の予算よりは増えたw
2,10年前より姿勢が改善された分、それっぽい写真を撮ってもらえたと思う！猫背改善頑張る！
1,終業式に行きました。皆起きれて良かったw
1,チェリーブランデーが89円で見切られていたので買ってみました。
1,娘、プールで先月より12秒速くなって合格やったんやけど、何でそんなに速くなったんか聞いたら、トイレに行きたかったからって。笑ったわw
1,あーお尻が筋肉痛！
1,ポスティング終了！本降りになる前に終わって良かったわ…
1,リングフィット更新まだしてないけど、敵やっつけた後も運動そのままできるようになってるの良いね！左右あるやつ途中で終わると困ってたのよ。
1,ビリー隊長や谷本准教授やリングのテンションに慣れていると、森拓郎さんDVDの淡々とした穏やかさには逆にびっくりするw
2,前からTLで気になってた本好きの本編を読み終えました。面白かったよ！
1,魔女宅見るよ。
1,ああ街がおしゃれ。
1,子供がすごくハラハラしながら魔女宅終了。
1,リズムゲーム、もちろん筋肉を使うけど、かなり集中するから頭も使うなと思った。汗だく。
1,息子寝た。
1,今日も元気にひきこもるぞ！
1,夫の会社、今年配当無い代わりに春の一時金出るって。今月私仕事ほぼゼロになって金銭的にどんよりしてたから、かなり浮上したよ！単純！わーい！お金大好き！
1,本好きのSSも読み終わった。本編からがーっと飛んだので再読しよう。
1,リズムゲームマリオの超上級がやっとC-まできた！
1,ケーキの続きを、白米の代わりに食べたw 味噌汁とケーキ、合うわw しょっぱさが良い。
1,ホール丸ごとは楽しい。同じ味なら半分くらいでも満喫できる。今年いっといて良かったな！
1,このパピコ好きだわ！
1,ダイナマイトだ。
1,うちの娘もよりたんのいぬーぴーのやつ！届いた翌日から学校が休校になってしまってまだ背負ってないけど！
1,穴空き服無くなった！
1,リングフィットからの森拓郎さん良いよ…
1,スタディサプリ入れました。実際子がやるかはしらんけど、一ヶ月無料だったから。
1,穴開き服が無くなったので、不要不急の刺し子をします。無職！
1,買い物行ってきた！狙いのやわもちかえた！ほろよいのはちみつレモンとジンジャーが出てたから、週末の夫用に買った。
2,B’zかけながら刺し子してるので一針一針気分が力強い。
1,ちょいと休憩。リングフィットしてこよう。
1,黒ごまアボカドの方は10本に1本の割合らしい。今度こそ買いたい。
1,称号が欲しくて、初めて5日連続アドベンチャーした。
1,筋肉のこと考えるとそろそろ休みたいんだけど、称号は欲しいジレンマ。
1,スタバ！
1,チラシ挟み終わった！
1,娘の担任は去年の隣のクラスの先生で、息子の担任は去年の娘の担任だった。良かった良かった。
1,教科書も届いたので、安心して午後から残りのポス行ってこよう。
1,これを機に削れるところは削って、先生も親も負担が減ると良いね。
1,教科書と一緒に算数と国語の復習ドリルも来たからとりあえずやらせてみてる。
1,コナン待機。
1,キュラソーかっこいいな！
1,娘が打つときまでに承認されてると良いな。
1,ここ数日レッグレイズとバタバタレッグをメインで攻撃してたら、筋肉痛来てる。
1,回し者みたいだけど、森拓郎さんのストレッチDVDめっちゃ良いよ！デスクワークな人にもお！本だと毎日は続かなかった人(私)におすすめ！リングフィットやってテレビついてる勢いでやるのが良い。
1,稲葉さんがかっこいい
