,negative,text
2725,-2,ダイハツはディーラーに行った時に挨拶一つなかったので絶対に買わない
2729,-2,いいかげんあのラッピングやめろよ。。
2730,-2,なんであれの評価が高いのかさっぱりわからん
2733,-1,超久しぶりに朝のラッシュ時に電車に乗ってる。たぶん1年ぶり？
2735,-2,この教師絶対に許さん！(ヘビをペットとして飼ってる)
2738,-1,スタンドアローンってだめなんですか？
2741,-1,ペンタブ持ってない、これからおえかきしたいと思ってる人にペンタブをプレゼントする企画ですが、ほしいひとはいるのだろうか？
2743,-1,今日こそハロデジの塗りをやらねば！
2748,-1,一時期はほぼ毎日りんかい線に乗っていた時もありました。
2753,-1,今日はガルパンの劇場版やってたのか。ずっとイカやっててすっかり忘れてたわ
2757,-1,某大学から同人活動のアンケート依頼のメールが来たんだけど、どこからこのメールアドレスを収集したのだろうか。暇つぶしにやってみようと思ったが設問が20以上あったのでやめた。皆さんもお気をつけて！
2760,-1,フエール銀行の利率は1時間で10% 但し貸し出しの利率は。。(元ネタはドラえもん)
2769,-1,インフルに一度もかかったことがない。
2773,-1,コピー本ね。20ページモノクロで1冊100円で作れるんだって
2780,-1,私は今とても後悔している。なぜゆるキャンを今まで見ていなかったのか。。ほのぼのアウトドアなのに。。
2784,-1,クレジットカードを解約した
2786,-1,今すんでるところは都会と田舎の境界みたいなもんやから
2789,-2,近くに大戸屋か八番ラーメンがあればなにも文句はないが近くには居酒屋かマクドしかないため、電車で片道15分かけて駅ビル行くか、車てま20分かけてショッピングモールのレストランに行くしかない。
2792,-1,pixivの通知が止まらなかったのってfanboxの開設のお知らせの時と3年前に2chで晒された時だけだよ
2795,-2,並行在来線は反対派です。だって当たり外れがでかすぎるもん。地元の三セクが黒字だからっていいと言うもんでもなかろう
2799,-1,毎日残業コースでございます。。
2801,-1,普通列車よりも快速列車のほうが空いている不思議感
2803,-2,グラブルよくわからんけど、「ハンサムゴリラ」というWordを聞いて真っ先にあの人が脳裏に浮かんだのは言うまでもない。
2805,-1,辞める経験は誰にも負けないと自負している。ちなみに辞めて後悔したことはほとんどない。
2807,-1,今日は定時で離脱！
2812,-2,今朝はちょうど出勤する直前に地震があってビックリしました。私は無事だけどほとんどの電車が止まっているのではやく復旧して欲しいです。
2814,-1,ワールドカップの影響かブログの閲覧数が少し減っています
2818,-1,ジャンル別にブログを作ったらいつの間にか6つになってしまった
2820,-1,年内か年度末までにいまのところ会社辞める。
2821,-2,会社員の最大のデメリットは収入と勤務時間を勝手に決められてしまうこと。最大のメリットはよほどの子とがない限り最低限の収入が得られる
2823,-2,もうあの人に二度とサークルチケットあげない！
2824,-1,香川行ったらやっぱりうどん食べないとダメですかね？
2826,-2,コミケの申し込みってサークルカット以外にもアンケートの文面を考えたり、不備がないようにチェックしたり、当日も遅刻しないように前泊したり大変なんだよ！？
2827,-1,なのでコミケを先行入場券と勘違いしている人は今一度意識を変えて欲しいと思います。好意を踏み路にらないでください
2829,-1,自腹でもいいから隣の市に引っ越したい。
2831,-1,ペンギンエリアへの旅行はしばらくおあずけです。。
2833,-2,普段行動範囲が狭すぎるこがさなさんがわざわざ遠出するのは珍しい
2835,-2,ミラーレスを買う前にいまつかっているコンデジで撮影テストしに行く。これから神戸の異人館にいきます。
2836,-2,やっぱりロングシートの方が落ち着く。最寄り駅にはロングシート車が来ないのよ(朝のラッシュ時をのぞく)
2840,-1,三宮から1時間半のりっぱなしはつかれる
2843,-1,カタバミのとあるシーンを見たオキザリスが「カタバミお姉ちゃん」と呼ぶようになるまでのお話を描きたい
2844,-1,今さら気がついたけどぼくってインプット型の勉強が凄く苦手なんです。完全にアウトプット型です。受験生時代に気がついておけば。。
2846,-1,間違えて快速乗るところだった。。あぶないあぶない
2850,-1,清水寺の写真をまだパソコンに写してなかった
2852,-1,それにしても☆2をスルーした例のサイトにいたっては早く☆2の13人（間違ってないはず。）の情報を追記してほしいものです。
2853,-1,ダリアの種を買ってきたはずだったのに。。
2864,-2,入社3年目になりました。気がついたら2年たってた
2866,-1,うちからドアツードアで1時間で行ける範囲に超コスパのいい施設を見つけてしまった。。
2868,-2,ちなみに歴史は暗記科目じゃないよ？ 関連性を覚えてひとまとまりで理解するものです。大学を卒業してから初めてわかった
2874,-2,なぜ転職活動をするかって？それは安定した人生を送るためなのだよ！同じ会社に長年勤めることが安定じゃないからね！
2876,-2,2019年中に今の会社を退職して東京に戻ります。なぜ退職するかと言うと今の会社では東京勤務ができないからです。
2879,-1,今日は年賀状を出してきました。プリンターは使えないのでセブンのコピー機で印刷してきました！そして何気に今月になって初めてペンタブを使った。。
2881,-2,これでえこひいきの自意識過剰な講師の研修を受けなくてすむ（といいつつ1回も受けていない）
2889,-1,何故かアフィリエイト関係のアカウントからのフォローがたまにある。今はアフィリエイトはやってないのに何でだろう？
2894,-1,銀行に車のローンを早期完済したいと連絡したら、「完済して新規のお借り入れでしょうか？」と聞かれた。もちろん新規に借りるつもりはないどうして借り入れすることを前提で話してくるのかな？ ノルマとかあるのかしら。
2896,-1,免許更新は新住所で絶対にやりたい！そうなるとどんなに遅くても9月末がリミットだな！
2907,-1,お寿司の出前がエリア外なのが一番つらい。。楽天のネットスーパーもエリア外だし。。
2919,-1,会社を見渡すと行動していない人が圧倒的多数。飲み会でも会社の愚痴ばかりなので、嫌気がさしてからは全部不参加にしています。お盆の時みたいに建設的な話ができる飲み会なら参加したい。
2920,-2,会社の給料に不満があるとある人から言われた時に、転職しないのかと尋ねた。答えは「(転職活動を全くしていないのに)俺の年齢（アラフィフ）で受かるわけないだろう」と言われた。コイツに何言っても無駄だと思ったのでそれ以降は距離を置いてます。
2925,-1,もし23日に台風で新幹線が止まったら24日も休もう(だって帰れないんだもん！)と思ってるけど多分大丈夫な予感がする。、
2940,-1,2014年の紅楼夢にサークル参加した時に自信のなさから新刊の頒布価格を100円にしてしまいました。その結果、頒布数が若干減ってしまった経験があるので、新刊の頒布価格は無闇に下げてはいけない。、
2943,-2,同担拒否をする人は自分でオリジナルキャラを作ってそのキャラのコスプレでもしてたら？そうすれば絶対キャラ被りはなくなるよ！まあ盛り上がることもなくなるけどね。
2944,-2,A型インフルエンザに感染してしまい、今週いっぱいは自宅療養です。インフルエンザにかかった事がなかったので油断してました。。やはり予防接種は必須ですね。
2946,-2,今日は銀行の手続きに四条へ。街を見渡すとマスクをしていない人も２割近くいます。
2949,-2,3月末から在宅で仕事を始めて、もうすぐ1ヶ月です。【良いこと】・通勤時間がゼロ・自分の好きなペースで仕事ができる・電話やメールをしなくなった（すべてチャット）【悪いこと】・ついつい働きすぎてしまう毎日10時間近くお仕事しています・・・
2952,-2,【地方移住を考えている方へ】移住するなら政令指定都市か県庁所在地か中核市のいずれかにしましょう。私の出身地は都会と田舎の雰囲気が程よい感じで味わえます。近所のしがらみもそこまで強くありませんでした。
2953,-1,1〜2年前に書いたブログの記事を見返していると、いかに文章力や構成が下手だったかを思い知らされる。
2956,-2,「鬼滅の刃」アニメ全話みました。途中ウルっとしてしまうシーンがいくつかありました。主人公のどんなことにもへこたれない根性がかっこよく描かれていました。以前に鬼滅のキャラを描いてみたらと言われたことがあり、かなりお気に入りの女性キャラがいるので、合同誌が落ち着いたら描く！
2959,-1,今ZOOMでミーティングしているけどとても生産的で革新的です。眠気と尿意を我慢して参加した前職の会議とは大違いです。
2962,-1,まだメニューが限定されていて、お目当のメニューはまだのようでした。。
2977,-2,やっぱりそうか。。ボクはなんて無駄な時間を過ごしてしまったんだー！
2979,-1,仮住まいで出来ないこと・Switchゲーム（ポケモンのストーリーを除く）・動画編集・アニメを高画質で見る。いま光回線の人が羨ましすぎる。もうすぐ引っ越すけど。
2985,-1,感染拡大地域の飲み会を控えるべきという記事がありますが、サシ飲み（2人での飲み）も控えるべきだと思いますか？
2987,-2,液タブを買いたいと思っているが、姿勢が悪くなって身体を壊すという話を聞くと尻込みしてしまう。
2993,-2,せっかく東京に引っ越してきたのに誰ともほとんど会えていないのは本当にツライです・・・
3000,-1,またもや寝てしまった
3001,-1,ここ数年ほんと地震多いな
3003,-1,納品が数週間遅れるだけで揺らぐ経済って国として大丈夫なのかな。
3004,-1,今日行かないと今週は無理ぽな気がするから無理やりつめつめ
3010,-1,めんどい。自分で決めてくれ。
3011,-1,映画見ようと思ってたのに忘れてた
3028,-1,コーヒーの店舗くらいググッてくれよ。話が進まないしなんでこっちが一方的に教えなきゃあかんのや。
3031,-2,キレそうというより心の中でずっとキレてる。クズよりグズが嫌いかもしれん。
3033,-1,立派なオタ活をして心を浄化させたい。心の余裕を取り戻したい。
3034,-1,ぐちぐちぐーちぐちがいいたいー
3037,-1,あー！すっかり忘れてた?
3038,-1,oh......なんか最近多くない？
3043,-1,隣のお姉さん可哀想。強く生きて…
3049,-1,こんなにも何もしたくない日曜日は久々だ?でも服と靴買って支払い行かないとだし、柔軟剤も買わなきゃ。
3050,-1,今日の予定が服しかクリアしてない。１回帰ってドラッグストアとファミマに行かないと
3051,-1,アニメ好きが声優好きだと思はないで欲しいし、なんなら別にアニメ好きって程でもないし。原作厨なだけで、アニメ化されるから見る方が圧倒的に多いし。なんもわかってくれないのよね。
3054,-1,あ、あ、あ…
3055,-1,めんどいめんどいめんどい
3056,-1,なんで億になるまで気づかれないんだ…？
3061,-1,マイナンバー活用が進んでないからってポイントカードにするのって今やるべき事じゃないよね?
3072,-2,未来のこと決めるのめんどくさいって！！！！！日々そんな場当たり的に生きてるの？？？？
3073,-1,福士蒼汰から舘ひろしはちょっと無理ない？
3077,-1,基地局って結局電気ないと動かないから今回みたいに電力確保が難しい時結果的にすぐ動けないって事なのかな？自家発電にしても病院並みの設備を整えないと行けないんだろうし。車型で数千万、運用費はこの際置いといても電気ないと何にもできないのは辛いな。
3078,-1,郵便局めっちゃ暑い。局員さん暑くないのかな…
3079,-1,一概に言えないのは重々承知の上で、馬鹿な親は子もそうなるのが仕方ないなって感じる日高屋。
3081,-2,電車間違えてたの気づかなかった。
3082,-1,エンタの前に伊沢くんの出番終わる？終わらないと困る
3083,-1,ルンファクがなかなか進まないからFEも手をつけれなくて、未だに1部終わってないのだが、むしろFEを先にクリアする方がいいのかしら。次ドラクエあるし、その次は牧場物語だし、ポケモンあるし、時間が足りなすぎる。
3095,-1,いかにんじんをご飯に乗せたことは無いわ。何故よりによっていかにんじん…会津天宝ねぎ味噌で良くない？
3105,-1,線、まだ死んでる
3106,-2,いつも15分のところ、1時間以上かかってる?
3109,-1,ドラクエあらかじめダウンロードしたのはいいけどプレイする時間が無い。
3116,-1,明日が急にめんどい。でも断れないし。めんどい。
3117,-1,まぁみんなが思ってる通りだよね。派閥が表面化されてから夢見れないからなあ。
3119,-1,年齢引き上げか?しょうがないと言えばしょうがないけど、12歳だからすごい！って言う部分もあるし、それが16歳だと…う〜ん
3120,-1,40を越してそうなおっさんが電車内で靴を脱いでスマホいじるって奇妙。靴も並んで脱いでるならともかく、内側に倒してるのも奇妙。
3128,-2,明日から増税か…
3131,-1,トイレットペーパーとティッシュだけ買おうかなと思ったけどレジの列半端ないので消費税に抗うことはやめます。
3134,-1,100きんによりたいけど無理かなぁ
3137,-1,ランブロ推し出無さすぎて泣くんだけど。枚数はともかくあと2種?
3140,-1,物販けっこう人いるのにブロマイド交換あんまでてなくて、みんなランブロはそんなに買ってないのかな。てか、集合少なすぎないか？
3141,-1,白血球は来るのにB細胞来ないって、推し来ない呪いはいつまでも続く
3148,-1,バカすぎる
3151,-2,Twitterも電車も止まるとか何すればいいんですかぁ?マリカーすると体も動くから暇つぶしはなろうくらいだけど、地下鉄繋がり激悪
3154,-1,ヒプマイのやつネルケ先行あるけど18000って、ちょっとみたいな?くらいの気持ちじゃいくら先行で外れる率高くても万が一を考えると手が出しにくい。いちまんえんなら出たのに
3155,-1,仕事で1つ忘れてて指摘受けてるけど、月曜でいいらしい…明日やりうと思ったけど逆にやらない方がいい奴になってしまった…
3157,-1,HPとキャス先同時なのか。何が最速なんだ…
3159,-1,人身事故ってなんでこんな時に?
3162,-1,めんどい。何もしてないけどめんどい。
3169,-1,手取り40万で休みたい時に休んで働きたい時に働くって生活は会社員してると無理なんだよな?としみじみ思うんだが、コネかスキルがない限り元手がないと個人事業主も難しく、カードローンもしたくない。あ???
3171,-1,まじでキモすぎる。こういう人って何考えて生きてんだろ
3173,-1,ヒカルのちょー高そうなマンションにもGが出てたから、私のアパートに出るのは当たり前だって思えるようになったけど、それでも嫌なものも嫌。でもプロ呼ぶ金は無い。世知辛い世の中だ。
3177,-2,喉痛い。でも加湿器たきたくない。でも喉痛い。
3178,-2,3ヶ月ぶりに腹が痛いし腰が痛い。
3182,-1,布団と鬼滅全巻買うのって無謀かな…しかも退勤ラッシュ…
3183,-1,家族内インフルエンザ予防接種した方がいい人ランク1なんだがしたくない
3185,-1,スーパー人がえぐい。生鮮食品の中で野菜と肉はほぼ無い。
3189,-1,支部で薄々分かってたけど出てきて1巻で死んじゃうとか辛すぎなんだけど。
3190,-1,浸水ハザードマップ見る限り浸水には強いみたいだけど、今回の台風はレベルが違うからな?てか電車を地下にするより電線を地下にしろよ。
3194,-1,まじか。実家まじ低い位置にあるし川ある?
3212,-1,前のとは別物語ってこと？困る。2回見に行かなきゃなのか。
3213,-1,俳優の推しはいなくとも作品推しってわりと罪深いぞ。辛い。1月めっちゃ辛い。
3214,-1,荷物受け取り今日だと思ったら来週だった。つら。外食できたじゃん?
3222,-1,その後よていあるー？?特にない?何時に終わる？?16時には終わってると思う?俺17時には終わるけど場所遠いから集合するの遅いかもなんで会うこと前提なの?主語と述語どっちもはっきりしないのはなんなん？述語すらはっきりしないって文が成り立たない。
3223,-1,スタライと日程被って泣く
3227,-1,湿気もだけど、自分のくせ強すぎて巻いた髪が寝癖ヘアーになる。
3228,-2,新幹線が恐ろしいくらいに混んでる。自由席は指定席に走ってる。
3229,-1,バスめっちゃ暑い。寒いと思ってコート着てきてるから余計に。
3231,-2,満席の時はリクライニング倒しすぎに注意して欲しい〜 自分が倒さない人だから尚更〜 リクライニングシートやめようよ
3232,-1,メンシプの動画って、メールのURL遡らないと見れないのつらいな。Webだと遡れるのかな？アプリだと遡れない。
3234,-1,明日のめっちゃ無視しちゃってるんだけどこのままでいいかな。めんどう。
3242,-1,なんだかんだその世界では最大手ばかり好きだったのに、今回はマイナーよりで詰んでる。黒バスぶりの自家発電しなきゃなの？キーボード買おうかな…
3247,-1,キャパって700くらいだっけ？けっこう狭き門かな…チケ取り全く読めない。今回のチケット高めなんだがそれでもそんなに篩にかからないだろうし…
3249,-1,だから下げてくれたら息吸えるの。顎をめーいっぱい上げて大きく息を吸うって無理な体勢で出来ないだろ
3250,-1,ネタバレを見て、しんみりとなる。しんどい。バカしんどい。
3251,-1,1月4つも舞台あるんだけどどうなってんの？
3257,-1,急にめんどうになる。帰りたい。
3258,-1,すごい！半日以上寝てた！
3259,-1,再ミネ、エラー多くない？毎回夕方くらいだから1日無駄になる
3260,-2,だ！か！ら！1月に何でもかんでも詰めないで！！！
3261,-1,明日のためにネイル新しくしたいけど眠い
3262,-1,物販が原作、ララ、舞台って並んでるけど、人が並ぶとこないから舞台の物販列大変
3263,-1,舞台の物販は別にすべきだよ…
3264,-1,え、てか元々見やすい席だったのに1列前に行くと見えないんだけどー！
3265,-1,まってwブロマイド全然出てない?公式はようpして！
3267,-1,しかし歌舞伎町でやるのはちょっとな…
3269,-1,パンフまだ届いてないってどんだけギリギリなのー！笑
3276,-1,ツイッター調子悪い？通知こない
3278,-1,土砂降りなので会議欠席しようかな…
3279,-1,三連休ひまだけど会いたくはないので口実を作りたい。なんか舞台やってるかな…
3280,-1,成田空港、孤島になりすぎ…まぁ国際空港だから広さ必要なのは分かるけど、そこにこそ地下走らないと行けないのでは…
3290,-1,私はいつになったらデータ貰えるんだろうか。締切があと2週間なのに。構築にひと月はかかるのに。2週間の短縮は物理的無理がある。
3296,-1,河野さんの雨男の謝罪会見は別にいらんだろ。野党もそんなとこ突っ込む前にやとうとしての機能して欲しい。メディアも単語で拾うなよ。国民をそんなにバカに育てたいのか？
3299,-1,パソコン持ってきた日に限って往復させないでよ?意味ないじゃん?酒飲んで帰ろう。
3300,-1,早くあがりたいのにメール待ちで上がれないってバカなの？メールの意味?
3303,-1,もう1回サブナードで見てこようかな?てか自社待機でいいってだったら今日来なかったのに！！
3305,-1,また今度は無いから諦めてくれないかな…
3307,-1,プレミアム会員でみれるかなと思ったら、up会員でも750円で購入って感じらしく、会員とは？って感じ。別に会員でなくても新規入会と変わらん。
3308,-1,札幌に決まったのか。いよいよ東京というタイトル詐欺。てか費用負担は北海道と札幌は承知してるの？あと来年のイベントってもう決まってると思うけど、コースはそういうのないのかな。正直どっちでもいいけど金が気になる。
3320,-1,ローソンが近くにないのほんと辛い〜 駅近いローソンはどこだ〜〜！ いっそ買い物のために渋谷まで行くか…でも休みの渋谷しんどい〜
3321,-1,来週旅行だからあんスタ見れないじゃん！大変！
3324,-1,支部の評価システム亡くなったの本当にクソ
3326,-1,暇すぎからの残業って振り幅ありすぎ。今日データ渡しておいて今日中ってどんな鬼畜なのよ〜
3327,-1,ミュか〜どうせ推しは出ないだろうしなーてか帰りたいのに誰一人と戻ってこないって何事。
3330,-1,メッセージ確認できないじゃん！今日が重要なのに！
3331,-1,社内システムサーバダウン説
3339,-2,一発あたり〜今日来てるかも〜でもとなりの男子中学生うぜ〜座らなかったから座ったら「お前が早く座れば〜」で揉め始めてうざい。あとなんでこの時間に乗ってるんだ？遅刻か？なんか集合なのか？とにかくうざい。となりのお前、そわそわしすぎ。大人しくしてくれ。
3340,-1,朝食食べていい気分だったけど、香水忘れた
3341,-1,なんで同じデータから切り取ったのに揃ってないの！意味わからん！
3355,-1,昨日の夜からずっと腹が痛いんだがなんなんだろうか。
3359,-1,やっぱこの時間の電車は死だな
3360,-1,みんなポケモンし過ぎ〜最終進化って寝ずにやってるな！私もそうしたい！でも仕事が詰まってる！
3364,-1,早く帰ってポケモンしようと思ったのに！！！
3365,-1,そちらさんが急いでって言ったから急いでるのに、お返事くれないのね。帰るぞ。
3369,-1,電車でてんとう虫が降ってきたんだけど
3370,-1,えー！名古屋が欲しい！でも名古屋無理よ〜
3371,-1,糸川くんのカレンダーブロマイドの名古屋代行いないかな…東京代行するから…
3372,-1,名古屋まで1万円ちょっとか…ふむ
3374,-1,高速バスでも往復1万で行けなくはないけど来月は出費ばり多い。ボーナス前の出費だからあうあう
3375,-1,お金出すから名古屋の人代行して…
3381,-1,早起きは出来ないのです… 9:30頃会場到着します… お取引済ませてから状況次第で物販行こう…
3383,-1,会社のことすっかり忘れてた。やばやば。てかせめて通知来るようにして欲しい〜
3384,-1,ーチ売り切れ早いなー転売も多そうだけど。
3385,-1,物販列が思ったほどではないのはポーチの売り切れとジャンフェスにいったからかしら。まぁ待つのは嫌だけど。
3386,-1,トリスタのはけ良くない？
3404,-1,今日の予定は昨日に言って欲しいよね。
3405,-1,まぁ多少の遅刻は多めに見られるし傾向的に11時以降に来ると思うからな。
3414,-2,ご機嫌で帰ってきたのにカーテンにGのようなそうじゃないような奴がいてもう最悪。てかこいつなんなんだ。
3415,-2,カマドウマだって。東京虫多いな…
3418,-2,きめつけっこう戦争だな…
3419,-2,とりあえず自分のは全日ぶっこむけど、当たらない時はほんとに当たらないからな…今回有料ってじゃんぷらだけだったのかしら…きゃすせんなかったのかな…
3432,-2,マジカル交換でコイキング送るやつまじでイラつくんだけど馬鹿なの？
3439,-1,知らないうちに… 今日はいろいろありすぎじゃない
3440,-1,鬼滅本誌のネタバレ見えてしまった…
3443,-2,あー！！！？？！！？！！！？ ランダムとか死ぬしかないじゃん。しかも当たりがあるとかまじしんどい。
3449,-2,しゅうしょくひょうがきのニュースはちょっと無理過ぎない？国とか自治体に役に立たない人間送り込んで無駄に税金使う方がやめて欲しいし、政策のせいにして資格取るとか努力してないやつは努力すればいいじゃん。30代で正社員なったこと無くても資格あれば雇ってくれるとこあるし。40代はわからん。
3450,-2,製薬会社で働いてる人のコメントで安定して働けない、いつ君の居場所ないと言われるか分からないって民間で働いてるなら安定とか考える前に会社に利益もたらすこと考えろよ。自分のことしか考えてないから不安になるんじゃん。生きてる限りどこで死ぬかわからんから安定なんて霞みたいなもんじゃん。
3453,-1,シャイニングを原作で読みたいと思ったら近くの図書館は全滅〜みんな借りてる〜
3456,-2,東武東上線のおかげでこっちの線までバカ混んでる。というかホームが溢れてる。
3463,-2,無事急行乗れたけど、おっさん近い。まだそんなに混んでないからそんな近くなくてええよ！
3466,-1,プレステまた障害ある？
3484,-1,きめつちゃれんじしっぱい
3487,-1,額は中小企業だから妥当だし、勉強して資格取ればプラスあるから多くもなく少なくもないんだけど、物欲マンだからやっぱ副業した方がいいなーって感じで世の無常さを感じる。
3488,-1,あと、トレンドできめつでて見るとコスばっかなんだけど、最近のコスオタは公式名称誤魔化すことしないの？コスで公式タグとかもやめて欲しいんだけど
3489,-1,銀だこ外まで並んでる…
3490,-1,メールの返信貰えれば帰れるのにこの生殺しやめて?
3501,-1,物販開始時間間違いすぎじゃん〜
3502,-1,直前で閉められたんだけど〜
3511,-1,今日の有楽町線死んでる。
3514,-1,そんなにはけてないのかしら…
3537,-1,しんどいから孵化ちょっとやめようかな。図鑑埋めてこ。
3538,-1,色違いやるなら図鑑埋め必須に近いからな〜年末で埋められるかしら
3539,-1,写真上げて気づいたけど同じ色2つない…？
3542,-1,やばい。寝すぎた。やばい。新幹線。やばい。
3544,-1,きょだいまっくすするイーブイとピカチュウは欲しくても、レッツゴーはいらないんだよな…
3545,-1,めっちゃ遅延したおかげで在来線45分待ちとかしんどすぎる。家族が迎え来てくれればいいけど高速の距離運転したくない民族だからな。ほんとムカつく。
3546,-1,今日は年末のせいか車両が倍になってる
3548,-1,帰宅。寒すぎ。
3582,-2,てんしやかすこくくさいおとこくさい
3584,-1,ステーキ食べたいと思ったら今日雨なのかーい
3592,-1,予約したPC使われたまま席外されてるんだけど帰っていいかな。
3593,-1,そう言えばどうなってんのかなーって見たら譲渡あるけど他チケット引き取りとか色々条件あったり追加されたりでやっぱチケットは自分か身内で取らなきゃなんだと再確認しました。
3594,-1,まさかの定期圏内。そして職場からばり近いけど、今日職場にいる必要なくて行き場がない。
3595,-1,グッズ会場地味に分かりずらい！パンフとペンラだけだから会場で待ってても良かったかも〜
3606,-2,未完成品っておこな人いるの？まぁ一般ウケするやり込み要素もストーリーも軽いし数ヵ月後に追加コンテツ有料あるよーって言われたら後出しずるいってなるのは分かるけど、7000円という価格だとボリューム的には文句無いけどなぁ。あとゲーム作るのにどれ程の人と予算割かなきゃか想像しろ。
3610,-1,やっば〜提供物エラー出てるって〜しんど〜
3611,-1,刀ミュって今日から？当たる気しなさすぎてツラミ
3612,-1,むりむり。直前に言われても無理。
3618,-1,応援てなに〜もっと早く行ってよ〜仕事帰りにキンブレなんて意識高くないから持ってないよ〜何もかもギリギリ過ぎ〜
3621,-1,デパートには馬鹿なエレベーター設置しないでください
3632,-1,明日休むから今日めっちゃやらなきゃ〜と意気込んだものの、パソコンが空いてなくて、帰宅するというワロリン
3636,-2,全てが詰みすぎてお仕事進まない。でも今日ヘルプすると明日休めないから金曜日ヘルプ出すけどその間(今日)何してたのって聞かれるとなんも言えない〜全てにおいて詰んでる。リセットしたい。
3637,-1,元はと言えば新しい環境にしたせい。
3638,-1,先に終わって欲しい方終わらなかった(今日〆日)だけどまぁしょうがない
3641,-1,刀ミュしんどいーーーー
3644,-2,見れば見るほど冷めてしまうな。やめよ
3647,-1,みらのちゃんのお手紙忘れた〜
3648,-1,初日より人いるけどうーん。満席にはならないなこれ…一応後半公演初日なのに…
3667,-2,毎フェーズエラー出すのやめて欲しい
3668,-2,車両の角が空いて目の前の男性が座らなかったから、うごうごしてたおば様に声をかけたらあとひと駅なので大丈夫ですと言われ、それでも男性は座らなかったので座れた。あと毎回優しさを出すと断られるんだけど、何故こんなにもタイミングが悪いのだろうか。たまには譲りたい。
3669,-2,定時上がりでお買い物して調理すると20時30分だから、8時間労働はクソ
3672,-1,そもそも公道をカートで走る方がどうにかしてる。めっちゃ危ない。今後モビリティで電動カートとか考えられてるけど、それは専用道路作らないと、今の自動車と同じ道路は万が一の時危険すぎる。
3674,-1,左利きには今以上にタッチしづらくね…？
3676,-1,来月ゆるゆるかとおもったら、明日次第でゆるゆるじゃないのか。2月に試験受けるって言っておきながらなんもしてないのヤバすぎなんだけど年明けてからなんもやる気起きない。
3684,-2,何年社会人やってんのか知らんが1万歩譲って再起動は分かる。なんで待ってる人いるのわかっててシャットダウンand更新プログラムを掛けたんだ。馬鹿なのか？更新プログラムが止められなかったら一声あっても良くないか？馬鹿なの？てかサインアウトするだけでいいだろ。アホなの？
3685,-1,消費税上がったから賃金上げったじゃなくて賃金上がってれば税もあげる余地があるだけよね。てか賃金上がらなすぎじゃない？
3686,-1,いい加減帰りたいけど明日どうすれば良いのか。
3692,-1,快速でひと駅越してしまったw
3695,-1,体が痛いのでお湯はろう…
3708,-1,来る日のチケットの為に自炊生活多めの今だけど、そろそろ1人は飽きてくるゾ
3709,-1,過去を引きずるより今を大切にした方が未来のためじゃん。やった方がそういうのは納得がいかないんだろうけど、感情を抜いて考えて欲しいよね。過去を逆手にとって攻めるのは自国に取って有益になるのか。そんな暇あったら未来に投資するけどね。日本も近代史疎かにしすぎ感はある
3718,-1,なんで飲み会今日にしてしまったのか〜コナン見れなかった〜
3727,-1,明日ローソンに行かないとじゃん…お外にでるのか…
3739,-1,運営がルール提示したくせにそのルール守らないってなんなん？馬鹿なの？それなのに大企業だと許されるの？？
3740,-1,なんも調べてないけど政府はこれに関して抗議してないの？けんからの要請がしないと動かなかったの？既に動いていたの？なんなん？
3743,-1,3階席でもいちまんか…
3744,-1,データ投入するだけだからすぐ帰れるかと思ったのに全然投入出来なくてむしゃくしゃしてる。久々にラーメン食べたい。帰りたい。
3745,-1,会社から脱出しよ。もう知らん。
3755,-1,お昼食べすぎて、帰ってきてお腹空かないからとりあえず朝のみ損ねたヤクルト飲んで今、お腹痛い
3760,-1,馬鹿みたいなデータ寄こしたやつ殴りたい
3775,-1,ほんと森は老害だから大人しく北でも南でもいいから篭って欲しい
3782,-1,激しい頭痛と空腹による吐き気で死にそうだったが何とかなった
3792,-1,めっちゃ寝てた。変に寝てたせいであちこち痛い
3804,-1,やばすぎ…てかマイナンバーカードごときで購入制限とか無理でしょ…穴多すぎ…冗談だよね…中国並みの規制するなら出来るかもだけど…
3806,-1,最近のトレンド見てるとどこぞの国のように感情論ばっかでやべぇなって思うし、自分の語彙力が1番やべぇなって感じる
3812,-1,ヘアスプレーの先行が気づいたら東京終わってて、自分の脳みそのキャパに絶望してるけど、それより自分の脳みそのキャパを信じてた自分に失望だわ。
3815,-1,今日面談あるけど気分が乗らないので持ち越そう。まじで気分のらん。
3818,-1,久々に陰キャの集いを見てしまってすごいダメージ受けたのが3日くらい前なんだけど未だにフラッシュバックする。つらい。いや、陰キャをdisってる訳じゃないんです。
3835,-1,なんか全てがめんどくさいぞ
3839,-2,また若い命が…
3840,-1,電車の人が日に日に増えてるの気の所為？
3841,-1,あんスタ2つ不具合多いのはしょうがないけど、金の部分はちゃんとして〜初回限定2回引き落としされたよwとうらぶも掘ってるしまじで時間無い。明日ツイステ始まるじゃん。風花雪月あるし、YouTube見なきゃだし。時間が無さすぎ。
3896,-1,スマホゲーってなぜ全て火曜日の午後一なの〜いや、分かるけど、時間くらいずらしてほちい
3897,-1,またチケ戦じゃん〜その頃ってまだ今の職場だろうか(　_-_　)
3898,-1,ヒギャーーー！！！
3913,-2,出勤を命じられてしまった
3914,-2,ひさしぶりに出社したらものすごく疲れた。いや、帰りの駅構内1週が疲れただけだけど。1週間お外に出なかっただけでHPが１００くらい減ってる。
